predicate;question
http://dbpedia.org/property/weight;What weight division does boxer dominick mccaffrey fall into?
http://xmlns.com/foaf/0.1/gender;what gender is peter moffatt
http://dbpedia.org/ontology/genre;Name a rock musician
http://dbpedia.org/ontology/genre;what's the specific kind of music that's on hope will rise
http://dbpedia.org/ontology/type;what type of school is reservoir high school
http://purl.org/linguistics/gold/hypernym;karel krautgartner's profession is this.
http://dbpedia.org/ontology/genre;what is the dominant genre of is this it
http://dbpedia.org/ontology/genre;what type of music is karmacode?
http://dbpedia.org/ontology/influencedBy;Who was richard lewis influenced by
http://dbpedia.org/ontology/location;what's the name of a place in the hamptons
http://dbpedia.org/ontology/birthPlace;where was the place of birth of sydir kovpak
http://dbpedia.org/ontology/timeZone;what time zone is denver located?
http://dbpedia.org/ontology/genre;what type of music does may alix make
http://dbpedia.org/ontology/child;What is the name of the child of richard dimbleby
http://dbpedia.org/ontology/genre;What is a album that is considered to be a country album?
http://dbpedia.org/ontology/instrument;Who is known for playing the flute?
http://xmlns.com/foaf/0.1/gender;what is garton del savio's gender
http://dbpedia.org/ontology/type;What is the legal structure of ntt docomo?
http://dbpedia.org/ontology/literaryGenre;What genre of book is the porcupine?
http://dbpedia.org/ontology/industry;which companies specialize in aerospace engineering
http://dbpedia.org/ontology/location;What a university in elche
http://dbpedia.org/ontology/position;What position does ken mcdonald play
http://dbpedia.org/ontology/genre;Name a a blues album
http://xmlns.com/foaf/0.1/gender;what gender is angela fong
http://dbpedia.org/ontology/position;what position does antonio benedito da silva play in soccer?
http://dbpedia.org/ontology/instrument;which american musician plays the piano?
http://dbpedia.org/ontology/musicComposer;who did music fro the film six hours to lose
http://dbpedia.org/ontology/country;what country do mutafaweq exist in
http://dbpedia.org/ontology/location;Where is the delaware avenue methodist episcopal church
http://dbpedia.org/ontology/class;Which automotive class is the zastava florida in
http://dbpedia.org/ontology/birthPlace;where was luisa diogo born
http://dbpedia.org/ontology/recordLabel;What country musician is featured on dot records
http://dbpedia.org/ontology/deathPlace;Where did shmuel tamir die?
http://dbpedia.org/ontology/country;which city is located in moires
http://purl.org/linguistics/gold/hypernym;what did p. l. robertson do that he is known for?
http://dbpedia.org/ontology/position;What is rod pelley's hockey position?
http://purl.org/linguistics/gold/hypernym;which celestial object is 433 eros affiliated with
http://dbpedia.org/ontology/artist;what is an album by kt tunstall
http://purl.org/linguistics/gold/hypernym;what is the occupation of miroslav pecarski
http://dbpedia.org/ontology/recordLabel;what is the label of the artist kiki dee?
http://dbpedia.org/ontology/industry;Which industry does blue fang games operate in
http://dbpedia.org/ontology/position;which baseball player is a  pitcher
http://xmlns.com/foaf/0.1/gender;What is the gender of dontay moch
http://dbpedia.org/ontology/birthPlace;where was matthew dixon born
http://dbpedia.org/ontology/genre;What genre of music is the album Punch the Clock?
http://dbpedia.org/ontology/genre;what is the genre for the album gods of war / blood upon the altar
http://dbpedia.org/property/genre;what type of program is twin spica
http://dbpedia.org/ontology/birthPlace;who was born in san francisco
http://purl.org/linguistics/gold/hypernym;what is ken patera known for
http://dbpedia.org/ontology/language;what language is spoken by bihari mauritian
http://dbpedia.org/ontology/genre;What style music does crabby appleton record?
http://dbpedia.org/ontology/position;What football position does henri scheweleff play?
http://dbpedia.org/ontology/nationality;which country is hendrick goudt from
http://dbpedia.org/ontology/isPartOf;what's a town that's in canada
http://dbpedia.org/ontology/artist;what is a name of a album by klaus nomi
http://purl.org/linguistics/gold/hypernym;Who is dorothy jean ray?
http://xmlns.com/foaf/0.1/gender;what is the gender of andrea noli
http://xmlns.com/foaf/0.1/gender;what gender is alfred chester beatty
http://dbpedia.org/ontology/genre;what is a pop rock
http://purl.org/linguistics/gold/hypernym;What genre of program is silent witness?
http://dbpedia.org/ontology/birthPlace;In what Arab kingdom does Princess Aisha Bint al Hussein claim nationality?
http://dbpedia.org/ontology/deathPlace;Where in California die charles a. bachman die?
http://dbpedia.org/ontology/genre;What music genre does middian work in?
http://xmlns.com/foaf/0.1/gender;which gender is michel faber
http://dbpedia.org/ontology/nationality;is neil j. gunther from Australia or england
http://dbpedia.org/ontology/country;What country was the film firstborn created in?
http://dbpedia.org/ontology/genre;what's the name of a musician that played mainly hard rock
http://dbpedia.org/ontology/position;what position does darrel chaney play
http://dbpedia.org/ontology/genre;what type of music is the album secret name?
http://dbpedia.org/ontology/birthPlace;what is lucas zens birthplace
http://dbpedia.org/ontology/genre;What genre is the album kisou?
http://dbpedia.org/ontology/genre;Name an artist from the hardcore punk genre
http://dbpedia.org/ontology/language;What language is sportscenter broadcast in?
http://purl.org/linguistics/gold/hypernym;What professional sport does John Small play?
http://dbpedia.org/ontology/field;what is kind of art does valery vatenin create
http://dbpedia.org/ontology/genre;What type of music does the band machinemenband create
http://dbpedia.org/ontology/deathPlace;Where in Canada did herman geiger-torel die?
http://dbpedia.org/ontology/genre;what kind of music does thee headcoatees perform
http://dbpedia.org/ontology/writer;who created the story for europe '51
http://dbpedia.org/ontology/isPartOf;which city contains fengtai district
http://dbpedia.org/ontology/birthPlace;What is the birth place of nugent slaughter
http://dbpedia.org/ontology/timeZone;in which time zone is webbers falls located
http://dbpedia.org/ontology/genre;what sort of music is emiel pijnaker affiliated with
http://dbpedia.org/ontology/genre;What type of music does gesaffelstein do
http://dbpedia.org/ontology/genre;what type of music is tales of the inexpressible
http://dbpedia.org/ontology/hometown;where is damon albarn from
http://dbpedia.org/ontology/genre;what genre of television is the program ice road truckers
http://dbpedia.org/ontology/deathPlace;where did christopher wren  die
http://dbpedia.org/ontology/genre;in what genre does thea king perform
http://xmlns.com/foaf/0.1/gender;What is the gender of may alix
http://dbpedia.org/ontology/genre;what type of music does circle takes the square play
http://dbpedia.org/ontology/license;what is the license for ubuntu studio
http://dbpedia.org/ontology/language;what language is featured on love at sea
http://dbpedia.org/ontology/producer;who produced the man who causes a storm
http://dbpedia.org/ontology/influencedBy;who was influenced by louis c.k.?
http://purl.org/linguistics/gold/hypernym;What was the profession of david bercot
http://dbpedia.org/ontology/position;Which football position did john van loen play
http://dbpedia.org/ontology/artist;what is the name of a tony williams album
http://dbpedia.org/ontology/literaryGenre;which fiction book was written by john grismhan?
http://dbpedia.org/ontology/birthPlace;who was born in marburg
http://dbpedia.org/ontology/nationality;which country is gilles ste-croix from
http://dbpedia.org/ontology/isPartOf;what was contained in british columbia
http://dbpedia.org/ontology/birthPlace;Where was hans lachmann-mosse born
http://dbpedia.org/ontology/architecturalStyle;What type of achitecture is the old vanderburgh county courthouse?
http://dbpedia.org/ontology/position;what baseball position does jay loviglio play
http://dbpedia.org/ontology/locatedInArea;what contains mammoth mountain
http://dbpedia.org/ontology/isPartOf;What is an attraction in county armagh
http://purl.org/linguistics/gold/hypernym;What is chester mccance famous for being
http://dbpedia.org/ontology/director;who directed the film ill cry tomorrow
http://dbpedia.org/property/religion;What religion is queen draga obrenovic a part of?
http://dbpedia.org/ontology/writer;who wrote the screenplay for umbartha
http://dbpedia.org/ontology/hometown;what is the origin of black obelisk
http://dbpedia.org/ontology/genre;what type of music is performed by mighty garvey!
http://dbpedia.org/ontology/genre;Who is a bluegrass artist
http://dbpedia.org/ontology/influenced;who was influenced by coen brothers
http://dbpedia.org/ontology/genre;What kind of music do the ying yang twins play
http://dbpedia.org/ontology/genre;What sort of movie is atomic train
http://dbpedia.org/ontology/genre;"what kind of music does charles \\""poogie\\"" bell play"
http://dbpedia.org/ontology/genre;what kind of music does quintessenz - leipziger querflotenensemble play
http://dbpedia.org/ontology/birthPlace;Where was peter roy maxwell drummond born
http://dbpedia.org/ontology/instrument;what instrument does jesse hughes (musician) play
http://dbpedia.org/ontology/recordLabel;What artist is signed with some bizzare records?
http://dbpedia.org/ontology/timeZone;what time zone is  gilchrist township situated in
http://purl.org/linguistics/gold/hypernym;what is count gustav kalnoky's profession
http://dbpedia.org/ontology/hometown;what is jeannie ortega's nationality
http://dbpedia.org/ontology/isPartOf;which lighthouse is located on new south wales
http://xmlns.com/foaf/0.1/gender;is ashok mankad male or female?
http://dbpedia.org/ontology/country;where is the budos river located
http://dbpedia.org/ontology/birthPlace;Name somebody born in kanagawa prefecture
http://dbpedia.org/ontology/occupation;Who is a television producer?
http://dbpedia.org/ontology/parent;who are summer phoenix's parents?
http://dbpedia.org/ontology/influencedBy;who did georges sorel influence
http://dbpedia.org/ontology/isPartOf;what is a cemetery in kentucky
http://xmlns.com/foaf/0.1/gender;What is the sex of wladyslaw tempka?
http://dbpedia.org/ontology/genre;What genre is king of the hill
http://dbpedia.org/ontology/child;who was neetu singh child
