class;question
RES;List the fields of Sylvain Lvi ?
RES;List the  primeministers of Victor Hope, 2nd Marquess of Linlithgow ?
RES;Where do the airlines garrisoned at Manchester airport fly to?
RES;What all is owned by a company one of whose division is Paramount Domestic Television?
RES;Name the language of I Love How You Love Me ?
NUM;Count the number of places where alumini of Edinburgh university have died?
RES;Which label released the movie written by Thomas Meehan?
RES;What is the venue of Indy PopCon ?
RES;Who are the associate musical artists of Dalma Kovcs ?
RES;What is the common religious affiliation of the Wickramabahu Central College (National School) and that of  Vesak?
RES;Name a person whose sucessor was Adrian A. basora and was educated at Harvard-Westlake School?
RES;Name the other party of Chandra Shekhar ?
NUM;How many movies have had a cinematographer who died in US?
RES;Which cities were in the TV Show which came after The Ultimate Fighter: Brazil 2?
RES;What actor of Le Cirque is a relative of Maryanne Trump barry?
BOOL;Does Stanley Cavell study Shakespeare?
RES;Who is the label of The Producers (2005 film) ?
RES;Which nearest city of LoDaisKa Site is also the location of Oskar Blues Brewery ?
NUM;Count the number of different religions that field marshals have followed?
BOOL;Does Beth Tweddle play for the City of Liverpool gymnast club?
NUM;Count the awards given to the recepients of the Becket fund for religious liberty.
RES;Which river flows through Central Washington?
RES;List all the narrator of the albums which had Alan Barzman as one of the narrator ?
RES;People born in Saint-Amand-en-Puisaye are famous for what things ?
RES;Which founder of European School, karlsruhe is also the jursdiction of Eurpoean Border of Coast guard ?
RES;What cars were built upon the cars which were assembled in Canada?
NUM;How many religions are followed by the people in the Royal Thai Army?
RES;Which politicians live in a city led by T.S. Thakur?
NUM;How many guests have been there on broadway?
RES;List the significant buildings of the arch. whose one of the important work is Government Building, Kiev ?
NUM;Count everything garrisoned at the pentagon?
RES;What common relegion affiliation exists for udit Raj and Wickramabahu Central College ?
RES;What is the city  of the 2015 MLS All-Star Game and birthplace of the The Okee Dokee Brothers
NUM;How many people were opponents of the ones buried in the tower of London?
NUM;Count all the places where companies located in Ontario operate.
RES;What is the river whose origin is North-Western Province, Zambia?
NUM;How many factions have fought when Egushawa was a commander?
RES;What is the honorary title of the narrator of Everything Will Be OK?
RES;What is the layout of the automobiles designed by Olivier Boulay?
RES;What people were born in Ridgewood, New Jersey?
RES;Which content license of the MSX BASIC is also the profession of the Laura K. Ipsen ?
RES;Which predecessor of the PlayStation 4 is also the developer of Oddworld: Munch's Oddysee?
RES;Who is the appointer of Charles Goodell ?
BOOL;Does the hudson river flow into the lower manhatten?
RES;Which distributer of Glover is also the stockholde of Seattle Mariners ?
RES;Name the person whose mother name is Cedella Booker and has a son named Sharon Marley?
RES;Name the Chris Marve's school ?
RES;List the websites which the authors of Tornado own ?
RES;What are the movies whose music composer is Akira Ifukube?
RES;Which military personnel belong to the branch of Continental Army?
RES;Who have rented the stadium operated by Maple Leaf S&E?
RES;Which holy things canonized John of Damascus?
NUM;Solon Spencer Beman has architected in how many cities?
RES;What are the main interests of Timothy Morton?
RES;Name someone known for a project involved in the Occupation of Japan?
NUM;Count all those who previously played for a team which ownes Varsity Stadium ?
RES;Name the sea with Helsinki as one of the shore city and is also an outflow for Danish straits?
NUM;Count the awards won by the people who graduated from the National and Kapodistrian University of Athens.
RES;What awards have been given to the dude who made Shaun the Sheep?
RES;Name the office holders whose successor died in Morristown, New Jersey?
RES;What are the movies with Daniel Waters as screenwriter?
RES;Which awards are presented by the committee located in Stockholm?
RES;What is the common product of the Apple Productivity Experience Group and services of the 21Vianet ?
RES;Who are the tenants of MasterCard Centre?
NUM;Count the  area of the radio stations whose serves in South Carolina ?
NUM;How many games are played at universities affiliated with the Association of Southeast Asian Institutions of Higher Learning?
RES;Which adminstrative region of Lawrence F. Cafero is also the resting place of Samuel Keeler ?
RES;Who studied in universities located in suburbs?
RES;List down the cinematographers of Mickey's Mellerdrammer?
RES;List the relative of Tim Nanai-Williams ?
RES;Who are the  judges of the television show whose anchor is Josh Groban?
RES;Who starred in Nothing in Common and produced From the Earth to the Moon?
RES; Wringer (novel) and Maniac Magee is the notable work of which author?
RES;What all are written in the C programming language?
RES;What are the artists that have been in the band Framptons camel?
NUM;Count the number of artists in the Cirque du Soleil discography?
RES;By which companies is RENFE Class 333 designed?
RES;Which are the previous broadcast networks of sister channels of WGBC?
RES;What are the movies whose director is Orson Welles?
RES;What is the religion of character of Janice Soprano from The Soprano television show?
RES;which planet was discovered by Urbain Le Verrier?
RES;?What are the airline hubs of Cascade Airways
RES;Where did the editor of Charlie Mensuel die ?
RES;Name the chairman of the soccer club for which Mike Salmon currently plays?
RES;Which Harris County based company is a subsidiary of Tandem Computers?
RES;What is the common licence of the Frontaccounting and nUbuntu?
RES;What sport is Eric Schiller known for, and employes Craig Van Tibury?
NUM;How many rivers are crossed by different Box Girder bridges?
RES;Which Monty Python's movie is distributed by Cinema International Corporation ?
BOOL;Was tupac a member of Outlawz?
NUM;Count the number of members of the organization which have Austria as one of the member ?
RES;List the other members of the team where Jason Hayne currently plays?
RES;Who is married to Susan Weber Soros?
RES;list  the producer of the movies in which Rosemarie DeWitt in the star cast?
RES;Which political party of Arunachal Pradesh Legislative Assembly election, 2014 was the leader of Rishikesh ?
NUM;How many groups have fought in wars where Richard Taylor fought too?
BOOL;Is Another Lonely Night in New York by the musical band Robin Gibb?
RES;To which settlement does Elliot Bay belong to?
RES;What are the albums whose artists have performed with the Tangerine Dream?
RES;Name the river on Batoka Gorge Hydroelectric Power Station ?
BOOL;Did chris lebenzon edit Batman returns?
RES;Which people are known for appearing on the television show Dragon's Den?
RES;What university campuses are situated in Indiana?
RES;Who is the authority of Maine School of Science and Mathematics ?
RES;List some writers which speak one of the Germanic languages.
RES;What are some awards given to people who were born in sweden?
NUM;ITV employes how many people?
RES;What band has Joe Hahn and Chester Bennington?
BOOL;Is the assembly of tofa ahin ethopia?
BOOL;Was the street dogs of south central narrated by Queen Latifah?
RES;Name some schools with a bison as their mascot?
RES;What has Carl Sagan written his books about?
RES;In which state does the university which is the alma mater of Mateusz Morawiecki lie?
RES;Who voiced in Peanuts Motion Comics and The Peanuts Movie?
RES;Who is the owner of the bank where Thomas Secunda works ?
RES;What are some US citizens famous for?
RES;Who founded a company which served Mid Wales ?
RES;British people have edited which movies?
RES;Who is the leader of the town where the Myntdu river originates?
RES;List the home town of the bands whose label is Alive Naturalsound Records ?
RES;Which broad cast area od CFRX is the country of North America Poker Tour ?
RES;List the subsequent work of the albums whose one of the subsequent work is Planet Waves?
